RowNo,S/N,Joined Proctor on,Stage,Bootcamp,Score,% Score,% Completed,M1-S1 Correct,M1-S1 Wrong,M1-S1 Tries,M1-S2 Tries,M2-S1 Correct,M2-S1 Wrong,M2-S1 Tries,M2-S2 Tries,M3-S1 Correct,M3-S1 Wrong,M3-S1 Tries,M3-S2 Tries,M4-S1 Correct,M4-S1 Wrong,M4-S1 Tries,M4-S2 Tries,M5-S1 Correct,M5-S1 Wrong,M5-S1 Tries,M5-S2 Tries,M6-S1 Correct,M6-S1 Wrong,M6-S1 Tries,M6-S2 Tries,M7-S1 Correct,M7-S1 Wrong,M7-S1 Tries,M7-S2 Tries,M8-S1 Correct,M8-S1 Wrong,M8-S1 Tries,M8-S2 Tries,M9-S1 Correct,M9-S1 Wrong,M9-S1 Tries,M9-S2 Tries,M10-S1 Correct,M10-S1 Wrong,M10-S1 Tries,M10-S2 Tries
4211,4212,2015-12-29,Andela Proctor,False,112,0.56,20,4,2,2,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4212,4213,2016-01-04,Andela Proctor,False,103,0.515,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4213,4214,2015-12-29,Andela Proctor,False,105,0.525,20,2,4,4,0,4,6,6,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4214,4215,2015-12-29,Andela Proctor,False,110,0.55,20,4,2,2,0,4,6,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4215,4216,2015-12-29,Andela Proctor,False,116,0.58,20,6,0,0,0,10,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4216,4217,2015-12-29,Andela Proctor,False,112,0.56,20,5,1,1,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4217,4218,2015-12-29,Andela Proctor,False,106,0.53,20,4,2,2,0,3,7,7,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4218,4219,2015-12-29,Andela Proctor,False,113,0.565,20,4,2,2,0,8,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219,4220,2015-12-29,Andela Proctor,False,105,0.525,20,2,4,4,0,5,5,5,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4220,4221,2015-12-29,Andela Proctor,False,104,0.52,13,3,3,3,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4221,4222,2015-12-29,Andela Proctor,False,112,0.56,20,3,3,3,0,8,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4222,4223,2015-12-29,Admissions Committee,False,182,0.91,100,5,1,1,0,9,1,1,0,0,4,4,1,16,0,0,1,4,0,0,1,4,0,0,1,6,0,0,0,7,3,3,0,17,2,2,0,41,2,2,1
4223,4224,2015-12-29,Andela Proctor,False,109,0.545,20,3,3,3,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4224,4225,2015-12-29,Andela Proctor,False,108,0.54,20,4,2,2,0,5,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4225,4226,2015-12-29,Andela Proctor,False,108,0.54,20,5,1,1,0,4,6,6,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4226,4227,2015-12-29,Andela Proctor,False,102,0.51,13,1,5,5,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4227,4228,2015-12-29,Offer,True,187,0.935,100,5,1,1,0,9,1,1,0,0,2,2,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,9,1,1,0,19,0,0,0,41,2,2,1
4228,4229,2015-12-29,Admissions Committee,False,178,0.89,100,5,1,1,0,7,3,3,0,0,3,3,1,16,0,0,1,4,0,0,3,4,0,0,1,5,1,1,0,7,3,3,0,16,3,3,0,42,1,1,1
4229,4230,2015-12-29,Andela Proctor,False,176,0.88,100,4,2,2,0,8,2,2,0,0,1,1,6,13,3,3,1,4,0,0,1,4,0,0,1,5,1,1,0,8,2,2,0,18,1,1,0,41,2,2,1
4230,4231,2015-12-29,Andela Proctor,False,109,0.545,20,4,2,2,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4231,4232,2015-12-29,Andela Proctor,False,112,0.56,20,4,2,2,0,6,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4232,4233,2015-12-29,Andela Proctor,False,111,0.555,20,3,3,3,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4233,4234,2015-12-29,Andela Proctor,False,178,0.89,100,4,2,2,0,10,0,0,0,0,2,2,1,13,3,3,1,4,0,0,1,4,0,0,1,5,1,1,0,7,3,3,0,17,2,2,0,39,4,4,1
4234,4235,2015-12-29,Andela Proctor,False,111,0.555,20,4,2,2,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4235,4236,2015-12-29,Andela Proctor,False,111,0.555,20,2,4,4,0,7,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4236,4237,2015-12-29,Andela Proctor,False,105,0.525,20,3,3,3,0,5,5,5,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4237,4238,2015-12-29,Andela Proctor,False,104,0.52,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4238,4239,2015-12-29,Andela Proctor,False,106,0.53,13,4,2,2,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4239,4240,2015-12-29,Andela Proctor,False,105,0.525,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4240,4241,2015-12-29,Andela Proctor,False,107,0.535,33,1,5,5,0,7,3,3,0,0,4,4,8,10,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4241,4242,2015-12-29,Andela Proctor,False,120,0.6,33,3,3,3,0,7,3,3,0,0,4,4,1,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4242,4243,2015-12-29,Admissions Committee,False,187,0.935,100,6,0,0,0,9,1,1,0,0,0,0,2,13,3,3,1,4,0,0,1,3,1,0,1,5,1,1,0,9,1,1,0,19,0,0,0,43,0,0,1
4243,4244,2015-12-29,Andela Proctor,False,183,0.915,100,6,0,0,0,9,1,1,0,0,1,1,1,15,1,1,1,4,0,0,1,0,0,0,1,6,0,0,0,6,4,4,0,18,1,1,0,40,3,3,1
4244,4245,2015-12-29,Andela Proctor,False,112,0.56,20,5,1,1,0,6,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4245,4246,2015-12-29,Andela Proctor,False,112,0.56,20,5,1,1,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4246,4247,2015-12-29,Cut from Bootcamp Week 1,True,169,0.845,100,5,1,1,0,7,3,3,0,0,4,4,3,15,1,1,1,3,1,1,4,4,0,0,2,4,2,2,0,6,4,4,0,19,0,0,0,39,4,4,1
4247,4248,2015-12-29,Andela Proctor,False,106,0.53,13,4,2,2,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4248,4249,2015-12-29,Andela Proctor,False,125,0.625,33,5,1,1,0,9,1,1,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4249,4250,2015-12-29,Andela Proctor,False,114,0.57,20,4,2,2,0,9,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4250,4251,2016-01-04,Andela Proctor,False,109,0.545,20,1,5,5,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4251,4252,2015-12-29,Andela Proctor,False,116,0.58,20,5,1,1,0,9,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4252,4253,2015-12-29,Andela Proctor,False,109,0.545,13,5,1,1,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4253,4254,2015-12-29,Andela Proctor,False,109,0.545,20,3,3,3,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4254,4255,2015-12-29,Andela Proctor,False,105,0.525,20,1,5,5,0,5,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4255,4256,2015-12-29,Andela Proctor,False,113,0.565,20,4,2,2,0,8,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4256,4257,2015-12-29,Andela Proctor,False,110,0.55,20,4,2,2,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4257,4258,2015-12-29,Andela Proctor,False,107,0.535,20,1,5,5,0,7,3,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4258,4259,2015-12-29,Andela Proctor,False,110,0.55,20,5,1,1,0,6,4,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,4260,2015-12-29,Andela Proctor,False,115,0.575,20,5,1,1,0,9,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4260,4261,2015-12-29,Andela Proctor,False,112,0.56,20,6,0,0,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4261,4262,2015-12-29,Andela Proctor,False,182,0.91,100,6,0,0,0,4,6,6,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,5,1,1,0,10,0,0,0,19,0,0,0,39,4,4,2
4262,4263,2015-12-29,Andela Proctor,False,128,0.64,46,2,4,4,0,6,4,4,0,0,1,1,1,12,4,4,2,2,2,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4263,4264,2016-01-04,Andela Proctor,False,107,0.535,20,1,5,5,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4264,4265,2015-12-29,Face to Face,False,156,0.78,100,6,0,0,0,6,4,4,0,0,4,4,1,13,3,3,1,3,1,1,17,4,0,0,1,4,2,2,0,7,3,3,0,15,4,4,0,41,2,2,1
4265,4266,2015-12-29,Andela Proctor,False,122,0.61,26,5,1,1,0,10,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4266,4267,2015-12-29,Andela Proctor,False,111,0.555,20,3,3,3,0,6,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4267,4268,2015-12-29,Andela Proctor,False,110,0.55,20,3,3,3,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4268,4269,2015-12-29,Andela Proctor,False,109,0.545,20,5,1,1,0,3,7,7,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4269,4270,2015-12-29,Andela Proctor,False,105,0.525,20,2,4,4,0,4,6,6,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4270,4271,2015-12-29,Andela Proctor,False,160,0.8,100,4,2,2,0,6,4,4,0,0,2,2,1,14,2,2,3,3,1,1,10,3,1,0,1,5,1,1,0,7,3,3,0,15,4,4,0,39,4,4,1
4271,4272,2015-12-29,Andela Proctor,False,114,0.57,20,5,1,1,0,7,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4272,4273,2015-12-29,Andela Proctor,False,108,0.54,20,5,1,1,0,3,7,7,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4273,4274,2015-12-29,Andela Proctor,False,114,0.57,20,5,1,1,0,8,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4274,4275,2015-12-29,Andela Proctor,False,108,0.54,20,4,2,2,0,6,4,4,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4275,4276,2015-12-29,Andela Proctor,False,111,0.555,13,5,1,1,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4276,4277,2015-12-29,Andela Proctor,False,109,0.545,20,3,3,3,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4277,4278,2015-12-29,Andela Proctor,False,113,0.565,20,5,1,1,0,6,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4278,4279,2015-12-29,Andela Proctor,False,131,0.655,46,6,0,0,0,8,2,2,0,0,1,1,1,10,6,6,5,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4279,4280,2015-12-29,Offer,True,179,0.895,100,4,2,2,0,6,4,4,0,0,1,1,1,14,2,2,1,4,0,0,1,3,1,0,1,4,2,2,0,9,1,1,0,19,0,0,0,40,3,3,1
4280,4281,2016-01-04,Andela Proctor,False,116,0.58,20,5,1,1,0,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4281,4282,2015-12-29,Face to Face,False,135,0.675,100,5,1,1,0,6,4,4,0,0,3,3,2,16,0,0,1,4,0,0,46,4,0,0,1,5,1,1,0,10,0,0,0,19,0,0,0,38,5,5,1
4282,4283,2015-12-29,Cut from Bootcamp Week 1,True,181,0.905,100,6,0,0,0,10,0,0,0,0,1,1,1,16,0,0,2,4,0,0,3,4,0,0,1,4,2,2,0,7,3,3,0,18,1,1,0,39,4,4,1
4283,4284,2015-12-29,Andela Proctor,False,104,0.52,20,3,3,3,0,2,8,8,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4284,4285,2015-12-29,Face to Face,False,140,0.7,100,6,0,0,0,6,4,4,0,0,3,3,1,13,3,3,1,4,0,0,31,4,0,0,1,2,4,4,0,6,4,4,0,16,3,3,0,39,4,4,1
4285,4286,2015-12-29,Cut from Bootcamp Week 1,True,179,0.895,100,5,1,1,0,7,3,3,0,0,1,1,1,13,3,3,2,4,0,0,1,4,0,0,2,6,0,0,0,9,1,1,0,17,2,2,0,40,3,3,1
4286,4287,2015-12-29,Andela Proctor,False,107,0.535,13,5,1,1,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4287,4288,2016-01-04,Andela Proctor,False,112,0.56,20,3,3,3,0,6,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4288,4289,2015-12-29,Andela Proctor,False,108,0.54,20,4,2,2,0,5,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4289,4290,2015-12-29,Andela Proctor,False,107,0.535,33,2,4,4,0,5,5,5,0,0,5,5,6,10,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4290,4291,2015-12-29,Andela Proctor,False,105,0.525,13,1,5,5,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4291,4292,2015-12-29,Andela Proctor,False,106,0.53,33,5,1,1,0,5,5,5,0,0,4,4,1,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4292,4293,2015-12-29,Andela Proctor,False,112,0.56,20,4,2,2,0,8,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4293,4294,2015-12-29,Andela Proctor,False,108,0.54,13,4,2,2,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4294,4295,2015-12-29,Face to Face,False,131,0.655,100,6,0,0,0,8,2,2,0,0,0,0,2,13,3,3,46,2,2,2,1,2,2,0,1,6,0,0,0,9,1,1,0,17,2,2,0,37,6,6,1
4295,4296,2015-12-29,Andela Proctor,False,103,0.515,13,1,5,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4296,4297,2015-12-29,Andela Proctor,False,168,0.84,100,5,1,1,0,4,6,6,0,0,6,6,6,14,2,2,1,4,0,0,1,3,1,0,1,3,3,3,0,10,0,0,0,17,2,2,0,42,1,1,1
4297,4298,2015-12-29,Face to Face,False,143,0.715,100,5,1,1,0,10,0,0,0,0,2,2,1,15,1,1,2,4,0,0,42,4,0,0,1,5,1,1,0,7,3,3,0,18,1,1,0,42,1,1,1
4298,4299,2016-01-04,Admissions Committee,False,184,0.92,100,4,2,2,0,8,2,2,0,0,2,2,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,9,1,1,0,17,2,2,0,42,1,1,1
4299,4300,2015-12-29,Face to Face,False,123,0.615,100,2,4,4,0,6,4,4,0,0,3,3,1,5,11,11,1,2,2,2,2,3,1,0,1,2,4,4,0,3,7,7,0,13,6,6,0,14,29,29,1
4300,4301,2015-12-29,Andela Proctor,False,110,0.55,20,3,3,3,0,6,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4301,4302,2015-12-29,Andela Proctor,False,105,0.525,20,2,4,4,0,6,4,4,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4302,4303,2015-12-29,Andela Proctor,False,158,0.79,100,5,1,1,0,6,4,4,0,0,1,1,1,15,1,1,1,4,0,0,28,4,0,0,1,6,0,0,0,10,0,0,0,17,2,2,0,42,1,1,1
4303,4304,2015-12-29,Cut from Bootcamp Week 1,True,175,0.875,100,5,1,1,0,8,2,2,0,0,2,2,2,12,4,4,2,4,0,0,1,4,0,0,1,3,3,3,0,9,1,1,0,18,1,1,0,39,4,4,1
4304,4305,2015-12-29,Andela Proctor,False,112,0.56,20,4,2,2,0,5,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4305,4306,2015-12-29,Andela Proctor,False,178,0.89,100,4,2,2,0,6,4,4,0,0,0,0,1,15,1,1,1,4,0,0,1,3,1,0,1,3,3,3,0,10,0,0,0,19,0,0,0,37,6,6,1
4306,4307,2015-12-29,Face to Face,False,169,0.845,100,5,1,1,0,8,2,2,0,0,3,3,1,12,4,4,2,2,2,2,1,4,0,0,1,5,1,1,0,9,1,1,0,18,1,1,0,33,10,10,1
4307,4308,2015-12-29,Andela Proctor,False,106,0.53,20,1,5,5,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4308,4309,2016-01-04,Andela Proctor,False,125,0.625,33,6,0,0,0,8,2,2,0,0,2,2,1,13,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4309,4310,2015-12-29,Andela Proctor,False,108,0.54,13,4,2,2,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310,4311,2015-12-29,Andela Proctor,False,113,0.565,20,5,1,1,0,8,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4311,4312,2015-12-29,Andela Proctor,False,126,0.63,33,3,3,3,0,8,2,2,0,0,1,1,1,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312,4313,2016-01-04,Andela Proctor,False,113,0.565,20,6,0,0,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4313,4314,2015-12-29,Bootcamp Week 1,True,116,0.58,20,3,3,3,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4314,4315,2015-12-29,Andela Proctor,False,189,0.945,100,6,0,0,0,8,2,2,0,0,0,0,1,16,0,0,1,4,0,0,1,4,0,0,1,4,2,2,0,10,0,0,0,19,0,0,0,41,2,2,1
4315,4316,2015-12-29,Face to Face,False,158,0.79,100,4,2,2,0,4,6,6,0,0,3,3,1,11,5,5,1,3,1,1,1,3,1,0,1,3,3,3,0,4,6,6,0,14,5,5,0,38,5,5,1
4316,4317,2015-12-29,Andela Proctor,False,117,0.585,20,5,1,1,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317,4318,2015-12-29,Andela Proctor,False,144,0.72,60,3,3,3,0,6,4,4,0,0,2,2,1,13,3,3,1,4,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318,4319,2015-12-29,Andela Proctor,False,108,0.54,20,1,5,5,0,4,6,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4319,4320,2015-12-29,Andela Proctor,False,103,0.515,33,3,3,3,0,3,7,7,0,0,5,5,5,6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4320,4321,2015-12-29,Andela Proctor,False,108,0.54,20,4,2,2,0,5,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4321,4322,2015-12-29,Andela Proctor,False,116,0.58,33,4,2,2,0,8,2,2,0,0,4,4,1,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4322,4323,2015-12-29,Andela Proctor,False,116,0.58,20,6,0,0,0,9,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4323,4324,2015-12-29,Andela Proctor,False,120,0.6,46,4,2,2,0,7,3,3,0,0,3,3,2,5,11,11,2,1,3,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4324,4325,2015-12-29,Andela Proctor,False,112,0.56,20,4,2,2,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4325,4326,2016-01-04,Andela Proctor,False,110,0.55,20,4,2,2,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4326,4327,2015-12-29,Andela Proctor,False,106,0.53,20,4,2,2,0,3,7,7,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4327,4328,2016-01-04,Andela Proctor,False,115,0.575,20,6,0,0,0,8,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4328,4329,2015-12-29,Andela Proctor,False,125,0.625,33,4,2,2,0,8,2,2,0,0,2,2,1,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4329,4330,2015-12-29,Face to Face,False,138,0.69,46,4,2,2,0,9,1,1,0,0,1,1,1,14,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4330,4331,2015-12-29,Andela Proctor,False,110,0.55,20,4,2,2,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4331,4332,2015-12-29,Andela Proctor,False,109,0.545,20,3,3,3,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4332,4333,2015-12-29,Andela Proctor,False,119,0.595,33,6,0,0,0,9,1,1,0,0,1,1,8,12,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
