S/N,Joined Proctor on,Stage,Bootcamp,Score,% Score,% Completed,M1-S1 Correct,M1-S1 Wrong,M1-S1 Tries,M1-S2 Tries,M2-S1 Correct,M2-S1 Wrong,M2-S1 Tries,M2-S2 Tries,M3-S1 Correct,M3-S1 Wrong,M3-S1 Tries,M3-S2 Tries,M4-S1 Correct,M4-S1 Wrong,M4-S1 Tries,M4-S2 Tries,M5-S1 Correct,M5-S1 Wrong,M5-S1 Tries,M5-S2 Tries,M6-S1 Correct,M6-S1 Wrong,M6-S1 Tries,M6-S2 Tries,M7-S1 Correct,M7-S1 Wrong,M7-S1 Tries,M7-S2 Tries,M8-S1 Correct,M8-S1 Wrong,M8-S1 Tries,M8-S2 Tries,M9-S1 Correct,M9-S1 Wrong,M9-S1 Tries,M9-S2 Tries,M10-S1 Correct,M10-S1 Wrong,M10-S1 Tries,M10-S2 Tries
5882,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5883,2016-02-19,Andela Proctor,FALSE,106,53.00%,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5884,2016-02-19,Andela Proctor,FALSE,113,56.50%,20,5,1,1,0,6,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5885,2016-02-19,Andela Proctor,FALSE,108,54.00%,20,4,2,2,0,3,7,7,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5886,2016-02-19,Andela Proctor,FALSE,112,56.00%,20,5,1,1,0,5,5,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5887,2016-02-19,Face to Face,FALSE,72,36.00%,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,34,0
5888,2016-02-19,Andela Proctor,FALSE,115,57.50%,66,4,2,2,0,6,4,4,0,0,5,5,0,9,7,7,0,3,1,1,0,4,0,0,0,3,3,3,0,2,8,8,0,11,8,8,0,30,13,13,0
5889,2016-02-19,Andela Proctor,FALSE,146,73.00%,60,5,1,1,0,7,3,3,0,0,2,2,0,13,3,3,0,4,0,0,0,4,0,0,0,0,0,0,0,8,2,2,0,19,0,0,0,40,3,3,0
5890,2016-02-19,Andela Proctor,FALSE,111,55.50%,20,5,1,1,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5891,2016-02-19,Andela Proctor,FALSE,105,52.50%,13,5,1,1,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5892,2016-02-19,Face to Face,FALSE,117,58.50%,20,5,1,1,0,9,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5893,2016-02-19,Andela Proctor,FALSE,108,54.00%,13,5,1,1,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5894,2016-02-19,Andela Proctor,FALSE,103,51.50%,13,3,3,3,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5895,2016-02-19,Andela Proctor,FALSE,111,55.50%,26,3,3,3,0,5,5,5,0,0,4,4,0,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5896,2016-02-19,Andela Proctor,FALSE,88,44.00%,40,3,3,3,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,11,8,8,0,16,27,27,0
5897,2016-02-19,Andela Proctor,FALSE,104,52.00%,13,2,4,4,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5898,2016-02-19,Andela Proctor,FALSE,104,52.00%,13,3,3,3,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5899,2016-02-19,Andela Proctor,FALSE,104,52.00%,13,4,2,2,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5900,2016-02-19,Andela Proctor,FALSE,95,47.50%,26,3,3,3,0,6,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,21,0
5901,2016-02-19,Andela Proctor,FALSE,104,52.00%,13,1,5,5,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5902,2016-02-19,Andela Proctor,FALSE,111,55.50%,66,6,0,0,0,8,2,2,0,0,3,3,0,10,6,6,0,1,3,3,0,4,0,0,0,2,4,4,0,5,5,5,0,13,6,6,0,17,26,26,0
5903,2016-02-19,Andela Proctor,FALSE,111,55.50%,20,3,3,3,0,8,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5904,2016-02-19,Andela Proctor,FALSE,114,57.00%,20,5,1,1,0,7,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5905,2016-02-19,Andela Proctor,FALSE,109,54.50%,20,4,2,2,0,4,6,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5906,2016-02-19,Andela Proctor,FALSE,114,57.00%,26,4,2,2,0,4,6,6,0,0,3,3,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5907,2016-02-19,Andela Proctor,FALSE,111,55.50%,20,5,1,1,0,4,6,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5908,2016-02-19,Andela Proctor,FALSE,113,56.50%,66,4,2,2,0,6,4,4,0,0,4,4,0,9,7,7,0,4,0,0,0,4,0,0,0,2,4,4,0,5,5,5,0,12,7,7,0,23,20,20,0
5909,2016-02-19,Andela Proctor,FALSE,108,54.00%,13,4,2,2,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5910,2016-02-19,Andela Proctor,FALSE,111,55.50%,20,5,1,1,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5911,2016-02-19,Andela Proctor,FALSE,119,59.50%,40,5,1,1,0,5,5,5,0,0,4,4,0,8,8,8,0,2,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5912,2016-02-19,Andela Proctor,FALSE,110,55.00%,13,4,2,2,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5913,2016-02-19,Andela Proctor,FALSE,107,53.50%,13,3,3,3,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5914,2016-02-19,Andela Proctor,FALSE,107,53.50%,20,2,4,4,0,4,6,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5915,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5916,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5917,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5918,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5919,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5920,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5921,2016-02-29,Andela Proctor,FALSE,104,52.00%,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5922,2016-02-19,Andela Proctor,FALSE,144,72.00%,66,6,0,0,0,9,1,1,0,0,3,3,0,11,5,5,0,4,0,0,0,4,0,0,0,5,1,1,0,7,3,3,0,16,3,3,0,37,6,6,0
5923,2016-02-19,Andela Proctor,FALSE,114,57.00%,33,5,1,1,0,6,4,4,0,0,3,3,0,9,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0
5924,2016-02-19,Andela Proctor,FALSE,114,57.00%,20,5,1,1,0,8,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5925,2016-02-19,Andela Proctor,FALSE,111,55.50%,33,2,4,4,0,4,6,6,0,0,3,3,0,8,8,8,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5926,2016-02-29,Andela Proctor,FALSE,108,54.00%,13,5,1,1,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5927,2016-02-19,Andela Proctor,FALSE,102,51.00%,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5928,2016-02-19,Andela Proctor,FALSE,108,54.00%,13,5,1,1,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5929,2016-02-19,Andela Proctor,FALSE,111,55.50%,13,6,0,0,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5930,2016-02-29,Andela Proctor,FALSE,115,57.50%,20,6,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5931,2016-02-19,Andela Proctor,FALSE,112,56.00%,20,5,1,1,0,5,5,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5932,2016-02-19,Andela Proctor,FALSE,107,53.50%,13,6,0,0,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,2016-02-19,Andela Proctor,FALSE,129,64.50%,53,4,2,2,0,6,4,4,0,0,2,2,0,13,3,3,0,3,1,1,0,4,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,34,9,9,0
5934,2016-02-19,Andela Proctor,FALSE,111,55.50%,20,4,2,2,0,6,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5935,2016-02-29,Andela Proctor,FALSE,111,55.50%,20,4,2,2,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5936,2016-02-19,Face to Face,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5937,2016-02-19,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5938,2016-02-19,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5939,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5940,2016-02-19,Andela Proctor,FALSE,106,53.00%,13,3,3,3,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5941,2016-02-19,Andela Proctor,FALSE,153,76.50%,66,5,1,1,0,9,1,1,0,0,3,3,0,14,2,2,0,4,0,0,0,3,1,0,0,3,3,3,0,9,1,1,0,19,0,0,0,42,1,1,0
5942,2016-02-19,Andela Proctor,FALSE,112,56.00%,20,4,2,2,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5943,2016-02-19,Andela Proctor,FALSE,111,55.50%,20,5,1,1,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5944,2016-02-19,Andela Proctor,FALSE,114,57.00%,20,5,1,1,0,8,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5945,2016-02-19,Andela Proctor,FALSE,108,54.00%,40,4,2,2,0,7,3,3,0,0,0,0,0,6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,15,4,4,0,33,10,10,0
5946,2016-02-19,Andela Proctor,FALSE,115,57.50%,66,4,2,2,0,6,4,4,0,0,4,4,0,13,3,3,0,3,1,1,0,4,0,0,0,4,2,2,0,2,8,8,0,14,5,5,0,21,22,22,0
5947,2016-02-19,Andela Proctor,FALSE,133,66.50%,53,6,0,0,0,8,2,2,0,0,4,4,0,14,2,2,0,4,0,0,0,4,0,0,0,4,2,2,0,0,10,10,0,0,0,0,0,0,0,0,0
5948,2016-02-19,Andela Proctor,FALSE,104,52.00%,13,2,4,4,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5949,2016-02-19,Andela Proctor,FALSE,123,61.50%,66,4,2,2,0,7,3,3,0,0,4,4,0,6,10,10,0,3,1,1,0,2,2,0,0,4,2,2,0,4,6,6,0,15,4,4,0,34,9,9,0
5950,2016-02-19,Andela Proctor,FALSE,106,53.00%,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5951,2016-02-19,Andela Proctor,FALSE,141,70.50%,46,6,0,0,0,9,1,1,0,0,1,1,0,15,1,1,0,3,1,1,0,4,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0
5952,2016-02-19,Andela Proctor,FALSE,106,53.00%,20,5,1,1,0,1,9,9,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5953,2016-02-19,Andela Proctor,FALSE,106,53.00%,13,4,2,2,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5954,2016-02-19,Andela Proctor,FALSE,105,52.50%,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5955,2016-02-19,Andela Proctor,FALSE,110,55.00%,20,4,2,2,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5956,2016-02-19,Andela Proctor,FALSE,110,55.00%,13,6,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5957,2016-02-19,Andela Proctor,FALSE,116,58.00%,20,6,0,0,0,8,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5958,2016-02-19,Andela Proctor,FALSE,140,70.00%,73,6,0,0,0,6,4,4,0,0,2,2,0,14,2,2,0,4,0,0,0,3,1,0,0,3,3,3,0,8,2,2,0,15,4,4,0,31,12,12,3
5959,2016-02-19,Andela Proctor,FALSE,115,57.50%,20,6,0,0,0,8,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5960,2016-02-19,Andela Proctor,FALSE,142,71.00%,66,6,0,0,0,6,4,4,0,0,3,3,0,15,1,1,0,3,1,1,0,4,0,0,0,38,5,5,0,7,3,3,0,16,3,3,0,39,4,4,1
5961,2016-02-19,Andela Proctor,FALSE,137,68.50%,66,3,3,3,0,7,3,3,0,0,2,2,0,12,4,4,0,3,1,1,0,3,1,0,0,4,2,2,0,6,4,4,0,15,4,4,0,38,5,5,0
5962,2016-02-19,Andela Proctor,FALSE,132,66.00%,66,1,5,5,0,7,3,3,0,0,3,3,0,12,4,4,0,4,0,0,0,3,1,0,0,3,3,3,0,4,6,6,0,17,2,2,0,36,7,7,0
5963,2016-02-19,Face to Face,FALSE,136,68.00%,100,2,4,4,0,4,6,6,0,0,5,5,2,6,10,10,1,1,3,3,1,1,3,0,1,1,5,5,0,7,3,3,0,11,8,8,0,32,11,11,1
5964,2016-02-19,Andela Proctor,FALSE,148,74.00%,66,4,2,2,0,7,3,3,0,0,3,3,0,14,2,2,0,4,0,0,0,4,0,0,0,5,1,1,0,8,2,2,0,17,2,2,0,40,3,3,0
5965,2016-02-19,Boot Camp Week 2,TRUE,183,91.50%,100,4,2,2,0,9,1,1,0,0,2,2,1,13,3,3,1,4,0,0,1,4,0,0,2,6,0,0,0,9,1,1,0,19,0,0,0,41,2,2,1
5966,2016-02-19,Andela Proctor,FALSE,106,53.00%,13,3,3,3,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5967,2016-02-19,Face to Face,FALSE,115,57.50%,66,3,3,3,0,4,6,6,0,0,3,3,0,6,10,10,0,3,1,1,0,4,0,0,0,1,5,5,0,8,2,2,0,14,5,5,0,27,16,16,0
5968,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5969,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5970,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5971,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5972,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5973,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5974,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5975,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5976,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5977,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5978,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5979,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5980,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5981,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5982,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5983,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5984,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5985,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5986,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5987,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5988,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5989,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5990,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5991,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5992,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5993,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5994,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5995,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5996,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5997,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5998,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5999,2016-02-29,Andela Proctor,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,2016-02-19,Andela Proctor,FALSE,186,93.00%,100,6,0,0,0,10,0,0,0,0,2,2,1,14,2,2,1,4,0,0,1,4,0,0,1,5,1,1,0,8,2,2,0,19,0,0,0,41,2,2,1
6001,2016-02-19,Bootcamp Week 1,TRUE,167,83.50%,100,5,1,1,0,6,4,4,0,0,3,3,1,11,5,5,1,4,0,0,1,4,0,0,1,4,2,2,0,5,5,5,0,16,3,3,0,38,5,5,1
6002,2016-02-19,Andela Proctor,FALSE,125,62.50%,46,5,1,1,0,6,4,4,0,0,3,3,1,6,10,10,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
