RowNo,S/N,Joined Proctor on,Stage,Bootcamp,Score, Score, Completed,M1-S1 Correct,M1-S1 Wrong,M1-S1 Tries,M1-S2 Tries,M2-S1 Correct,M2-S1 Wrong,M2-S1 Tries,M2-S2 Tries,M3-S1 Correct,M3-S1 Wrong,M3-S1 Tries,M3-S2 Tries,M4-S1 Correct,M4-S1 Wrong,M4-S1 Tries,M4-S2 Tries,M5-S1 Correct,M5-S1 Wrong,M5-S1 Tries,M5-S2 Tries,M6-S1 Correct,M6-S1 Wrong,M6-S1 Tries,M6-S2 Tries,M7-S1 Correct,M7-S1 Wrong,M7-S1 Tries,M7-S2 Tries,M8-S1 Correct,M8-S1 Wrong,M8-S1 Tries,M8-S2 Tries,M9-S1 Correct,M9-S1 Wrong,M9-S1 Tries,M9-S2 Tries,M10-S1 Correct,M10-S1 Wrong,M10-S1 Tries,M10-S2 Tries,Type
3945,3946,2015-12-29,Andela Proctor,False,110,55.00,20,3,3,3,0,8,2,2,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3946,3947,2015-12-29,Andela Proctor,False,109,54.50,20,1,5,5,0,5,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3947,3948,2015-12-29,Andela Proctor,False,109,54.50,20,2,4,4,0,5,5,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3948,3949,2015-12-29,Andela Proctor,False,110,55.00,20,1,5,5,0,6,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3949,3950,2015-12-29,Offer,True,173,86.50,100,5,1,1,0,8,2,2,0,0,3,3,1,12,4,4,1,4,0,0,1,4,0,0,1,1,5,5,0,8,2,2,0,18,1,1,0,41,2,2,3,Test
3950,3951,2015-12-29,Andela Proctor,False,111,55.50,20,4,2,2,0,6,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3951,3952,2015-12-29,Andela Proctor,False,114,57.00,20,5,1,1,0,7,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3952,3953,2015-12-29,Andela Proctor,False,110,55.00,20,2,4,4,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3953,3954,2015-12-29,Andela Proctor,False,110,55.00,20,1,5,5,0,8,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3954,3955,2015-12-29,Andela Proctor,False,109,54.50,20,2,4,4,0,5,5,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3955,3956,2015-12-29,Andela Proctor,False,110,55.00,20,3,3,3,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3956,3957,2015-12-29,Andela Proctor,False,114,57.00,20,5,1,1,0,7,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3957,3958,2015-12-29,Andela Proctor,False,108,54.00,20,2,4,4,0,7,3,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3958,3959,2015-12-29,Andela Proctor,False,107,53.50,20,2,4,4,0,6,4,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3959,3960,2015-12-29,Andela Proctor,False,108,54.00,20,3,3,3,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3960,3961,2015-12-29,Andela Proctor,False,103,51.50,13,3,3,3,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3961,3962,2015-12-29,Andela Proctor,False,112,56.00,20,4,2,2,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3962,3963,2015-12-29,Andela Proctor,False,111,55.50,20,3,3,3,0,6,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3963,3964,2015-12-29,Andela Proctor,False,104,52.00,20,0,6,6,0,3,7,7,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3964,3965,2015-12-29,Andela Proctor,False,109,54.50,20,3,3,3,0,7,3,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3965,3966,2015-12-29,Andela Proctor,False,111,55.50,20,4,2,2,0,6,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3966,3967,2015-12-29,Andela Proctor,False,114,57.00,20,5,1,1,0,8,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3967,3968,2015-12-29,Andela Proctor,False,106,53.00,13,4,2,2,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3968,3969,2015-12-29,Andela Proctor,False,107,53.50,20,2,4,4,0,7,3,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3969,3970,2015-12-29,Andela Proctor,False,106,53.00,13,3,3,3,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3970,3971,2015-12-29,Andela Proctor,False,107,53.50,20,3,3,3,0,4,6,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3971,3972,2015-12-29,Andela Proctor,False,109,54.50,20,4,2,2,0,4,6,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3972,3973,2015-12-29,Andela Proctor,False,110,55.00,20,3,3,3,0,6,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3973,3974,2015-12-29,Andela Proctor,False,108,54.00,13,5,1,1,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3974,3975,2015-12-29,Andela Proctor,False,111,55.50,20,4,2,2,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3975,3976,2015-12-29,Andela Proctor,False,103,51.50,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3976,3977,2015-12-29,Andela Proctor,False,107,53.50,20,2,4,4,0,4,6,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3977,3978,2015-12-29,Andela Proctor,False,108,54.00,13,4,2,2,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3978,3979,2015-12-29,Andela Proctor,False,102,51.00,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3979,3980,2015-12-29,Andela Proctor,False,107,53.50,13,3,3,3,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3980,3981,2015-12-29,Andela Proctor,False,113,56.50,20,3,3,3,0,8,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3981,3982,2015-12-29,Andela Proctor,False,113,56.50,20,4,2,2,0,7,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3982,3983,2015-12-29,Andela Proctor,False,109,54.50,20,1,5,5,0,6,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3983,3984,2015-12-29,Andela Proctor,False,111,55.50,20,3,3,3,0,8,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3984,3985,2015-12-29,Andela Proctor,False,105,52.50,20,1,5,5,0,7,3,3,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3985,3986,2015-12-29,Andela Proctor,False,113,56.50,20,3,3,3,0,9,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3986,3987,2015-12-29,Andela Proctor,False,110,55.00,20,3,3,3,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3987,3988,2015-12-29,Andela Proctor,False,112,56.00,20,5,1,1,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3988,3989,2015-12-29,Andela Proctor,False,113,56.50,20,5,1,1,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3989,3990,2015-12-29,Andela Proctor,False,108,54.00,20,3,3,3,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3990,3991,2015-12-29,Andela Proctor,False,115,57.50,20,5,1,1,0,7,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3991,3992,2015-12-29,Andela Proctor,False,107,53.50,20,3,3,3,0,4,6,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3992,3993,2015-12-29,Andela Proctor,False,102,51.00,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3993,3994,2015-12-29,Andela Proctor,False,110,55.00,20,2,4,4,0,9,1,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3994,3995,2015-12-29,Andela Proctor,False,113,56.50,20,5,1,1,0,8,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3995,3996,2015-12-29,Andela Proctor,False,102,51.00,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3996,3997,2015-12-29,Andela Proctor,False,108,54.00,20,4,2,2,0,4,6,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3997,3998,2015-12-29,Andela Proctor,False,105,52.50,20,3,3,3,0,3,7,7,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3998,3999,2015-12-29,Andela Proctor,False,108,54.00,20,3,3,3,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
3999,4000,2015-12-29,Offer,True,184,92.00,100,5,1,1,0,8,2,2,0,0,1,1,1,14,2,2,1,4,0,0,1,4,0,0,1,6,0,0,0,7,3,3,0,17,2,2,0,43,0,0,1,Test
4000,4001,2015-12-29,Andela Proctor,False,104,52.00,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4001,4002,2015-12-29,Andela Proctor,False,111,55.50,20,3,3,3,0,8,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4002,4003,2015-12-29,Andela Proctor,False,107,53.50,13,3,3,3,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4003,4004,2015-12-29,Andela Proctor,False,106,53.00,20,0,6,6,0,7,3,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4004,4005,2015-12-29,Andela Proctor,False,106,53.00,13,3,3,3,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4005,4006,2015-12-29,Andela Proctor,False,109,54.50,13,3,3,3,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4006,4007,2015-12-29,Andela Proctor,False,109,54.50,20,3,3,3,0,8,2,2,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4007,4008,2015-12-29,Andela Proctor,False,115,57.50,20,6,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4008,4009,2015-12-29,Andela Proctor,False,111,55.50,20,3,3,3,0,8,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4009,4010,2015-12-29,Andela Proctor,False,108,54.00,20,3,3,3,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4010,4011,2015-12-29,Andela Proctor,False,106,53.00,20,2,4,4,0,4,6,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4011,4012,2015-12-29,Andela Proctor,False,102,51.00,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4012,4013,2015-12-29,Andela Proctor,False,100,50.00,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4013,4014,2015-12-29,Andela Proctor,False,111,55.50,20,3,3,3,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4014,4015,2015-12-29,Andela Proctor,False,102,51.00,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4015,4016,2015-12-29,Andela Proctor,False,113,56.50,20,3,3,3,0,7,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4016,4017,2015-12-29,Andela Proctor,False,112,56.00,20,4,2,2,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4017,4018,2015-12-29,Andela Proctor,False,112,56.00,13,6,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4018,4019,2015-12-29,Offer,True,174,87.00,100,3,3,3,0,6,4,4,0,0,3,3,1,12,4,4,1,4,0,0,1,4,0,0,1,5,1,1,0,9,1,1,0,16,3,3,0,41,2,2,1,Test
4019,4020,2015-12-29,Andela Proctor,False,109,54.50,20,4,2,2,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4020,4021,2015-12-29,Andela Proctor,False,105,52.50,13,2,4,4,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4021,4022,2015-12-29,Andela Proctor,False,103,51.50,13,2,4,4,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4022,4023,2015-12-29,Andela Proctor,False,110,55.00,20,4,2,2,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4023,4024,2015-12-29,Andela Proctor,False,110,55.00,20,2,4,4,0,8,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4024,4025,2015-12-29,Bootcamp Scheduling,True,170,85.00,100,3,3,3,0,7,3,3,0,0,1,1,1,14,2,2,1,3,1,1,3,2,2,0,1,2,4,4,0,9,1,1,0,17,2,2,0,39,4,4,1,Test
4025,4026,2015-12-29,Andela Proctor,False,107,53.50,20,1,5,5,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4026,4027,2015-12-29,Andela Proctor,False,111,55.50,20,6,0,0,0,4,6,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4027,4028,2015-12-29,Andela Proctor,False,107,53.50,20,0,6,6,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4028,4029,2015-12-29,Andela Proctor,False,105,52.50,13,3,3,3,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4029,4030,2015-12-29,Andela Proctor,False,109,54.50,20,3,3,3,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4030,4031,2015-12-29,Andela Proctor,False,104,52.00,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4031,4032,2015-12-29,Andela Proctor,False,107,53.50,20,3,3,3,0,4,6,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4032,4033,2015-12-29,Andela Proctor,False,104,52.00,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4033,4034,2015-12-29,Andela Proctor,False,108,54.00,20,4,2,2,0,3,7,7,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4034,4035,2015-12-29,Andela Proctor,False,110,55.00,20,2,4,4,0,5,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4035,4036,2015-12-29,Andela Proctor,False,111,55.50,20,3,3,3,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4036,4037,2015-12-29,Andela Proctor,False,111,55.50,20,3,3,3,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4037,4038,2015-12-29,Andela Proctor,False,109,54.50,20,3,3,3,0,7,3,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4038,4039,2015-12-29,Andela Proctor,False,107,53.50,13,3,3,3,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4039,4040,2015-12-29,Andela Proctor,False,112,56.00,20,4,2,2,0,8,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4040,4041,2015-12-29,Andela Proctor,False,118,59.00,66,4,2,2,0,7,3,3,0,0,4,4,0,10,6,6,0,3,1,1,0,3,1,0,0,2,4,4,0,4,6,6,0,13,6,6,0,28,15,15,0,Test
4041,4042,2015-12-29,Andela Proctor,False,108,54.00,20,2,4,4,0,4,6,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4042,4043,2015-12-29,Andela Proctor,False,105,52.50,20,2,4,4,0,4,6,6,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4043,4044,2015-12-29,Andela Proctor,False,109,54.50,20,3,3,3,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4044,4045,2015-12-29,Andela Proctor,False,112,56.00,20,1,5,5,0,8,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4045,4046,2015-12-29,Andela Proctor,False,112,56.00,20,4,2,2,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4046,4047,2015-12-29,Andela Proctor,False,108,54.00,13,4,2,2,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4047,4048,2015-12-29,Andela Proctor,False,107,53.50,20,2,4,4,0,4,6,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4048,4049,2015-12-29,Andela Proctor,False,109,54.50,20,2,4,4,0,6,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4049,4050,2015-12-29,Andela Proctor,False,105,52.50,13,4,2,2,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4050,4051,2015-12-29,Andela Proctor,False,105,52.50,13,3,3,3,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4051,4052,2015-12-29,Andela Proctor,False,106,53.00,13,2,4,4,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4052,4053,2015-12-29,Andela Proctor,False,105,52.50,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4053,4054,2015-12-29,Andela Proctor,False,101,50.50,13,1,5,5,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4054,4055,2015-12-29,Andela Proctor,False,107,53.50,20,1,5,5,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4055,4056,2015-12-29,Andela Proctor,False,111,55.50,20,4,2,2,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4056,4057,2015-12-29,Andela Proctor,False,109,54.50,20,3,3,3,0,8,2,2,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4057,4058,2015-12-29,Face to Face,False,112,56.00,93,6,0,0,0,5,5,5,0,0,5,5,1,12,4,4,1,2,2,2,1,3,1,0,1,1,5,5,0,2,8,8,0,6,13,13,0,9,34,34,0,Test
4058,4059,2015-12-29,Andela Proctor,False,112,56.00,20,4,2,2,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4059,4060,2015-12-29,Andela Proctor,False,112,56.00,20,5,1,1,0,10,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4060,4061,2015-12-29,Andela Proctor,False,106,53.00,20,3,3,3,0,4,6,6,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4061,4062,2015-12-29,Andela Proctor,False,109,54.50,20,2,4,4,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
4062,4063,2015-12-29,Andela Proctor,False,115,57.50,20,5,1,1,0,9,1,1,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Test
